id,number,type,score,source_page,group_prompt,stem,option_A,option_B,option_C,option_D,answer,images
HK2026M1-GEO-001,1,single_choice,2,1,2026年3月16日，中建一号合作星、成电一号、锦江星元号卫星搭乘快舟十一号遥七火箭在酒泉卫星发射中心点火升空，卫星顺利进入预定轨道。据此完成1-2题。,快舟十一号送入轨道的卫星，其运行环境所属的最低一级天体系统是,地月系,太阳系,银河系,总星系,,
HK2026M1-GEO-002,2,single_choice,2,1,2026年3月16日，中建一号合作星、成电一号、锦江星元号卫星搭乘快舟十一号遥七火箭在酒泉卫星发射中心点火升空，卫星顺利进入预定轨道。据此完成1-2题。,中国大力发展航天事业，对人类生存发展的重要意义在于,有助于提升国家科技实力,改善地球所处的宇宙环境,扩大人类宜居地球表面面积,努力探索与开发地外资源,,
HK2026M1-GEO-003,3,single_choice,2,1,海甸岛是海南省南渡江入海口的冲积洲，1970年海口市政府发动修筑拦海大坝，此后多次拦海造田和吹填扩岛，形成了岛屿现有地貌与规模。读中国地图（图1），完成3-4题。,下列关于海南省地理位置的说法，不正确的是,四面环海，有利于发展海洋事业,位于南海北部，是重要的海上交通要道,地处亚太国际主航道的中心位置,与多国隔海相望，不利于国际贸易,,question_images/figure_01.png
HK2026M1-GEO-004,4,single_choice,2,1,海甸岛是海南省南渡江入海口的冲积洲，1970年海口市政府发动修筑拦海大坝，此后多次拦海造田和吹填扩岛，形成了岛屿现有地貌与规模。读中国地图（图1），完成3-4题。,海甸岛的形成与演变过程中，1970年开始的围海造田主要利用了海洋的,生物资源,矿产资源,空间资源,化学资源,,question_images/figure_01.png
HK2026M1-GEO-005,5,single_choice,2,1,无人车穿梭街头、机器人交警上岗执勤。从智能出行到城市管理，机器人正深度融入日常生活。图2为中国主要工业基地和工业机器人产业园所在地示意图，据此完成5-6题。,影响机器人产业分布的主要因素是,丰富的资源,雄厚的资金,优美的环境,科技与人才,,question_images/figure_02.png
HK2026M1-GEO-006,6,single_choice,2,1,无人车穿梭街头、机器人交警上岗执勤。从智能出行到城市管理，机器人正深度融入日常生活。图2为中国主要工业基地和工业机器人产业园所在地示意图，据此完成5-6题。,图示工业基地的共同特点是,廉价的劳动力,矿产资源丰富,沿海交通便利,淡水资源丰富,,question_images/figure_02.png
HK2026M1-GEO-007,7,single_choice,2,2,墨脱县位于西藏东南部，这里年降水量超过2000毫米，森林覆盖率高，拥有从热带雨林到冰川的垂直自然带。图3为藏东南区域及墨脱所在区域示意图。完成7-9题。,导致墨脱县自然带垂直分布的主要原因是,纬度较低，热量充足,距海较近，降水丰富,地势起伏大，高低悬殊,人口稀疏，开发程度低,,question_images/figure_03.png
HK2026M1-GEO-008,8,single_choice,2,2,墨脱县位于西藏东南部，这里年降水量超过2000毫米，森林覆盖率高，拥有从热带雨林到冰川的垂直自然带。图3为藏东南区域及墨脱所在区域示意图。完成7-9题。,该地区农作物主要分布在雅鲁藏布江谷地，其主要原因是,地处热带，太阳高度角大,海拔较低，热量较为充足,青藏高原阻挡冷空气南下,地处平原，土壤较为肥沃,,question_images/figure_03.png
HK2026M1-GEO-009,9,single_choice,2,2,墨脱县位于西藏东南部，这里年降水量超过2000毫米，森林覆盖率高，拥有从热带雨林到冰川的垂直自然带。图3为藏东南区域及墨脱所在区域示意图。完成7-9题。,西藏自治区主要的少数民族是,藏族,蒙古族,维吾尔族,高山族,,question_images/figure_03.png
HK2026M1-GEO-010,10,single_choice,2,2,尼加拉瓜境内的尼加拉瓜湖数万年前曾是太平洋的海湾，因火山喷发与海洋隔绝成湖。图4为“尼加拉瓜地理位置图”。据此完成10-11题。,尼加拉瓜湖地处,美洲板块与大西洋板块的交界处,美洲板块与南极洲板块的交界处,太平洋板块与亚欧板块的交界处,太平洋板块与南极洲板块的交界处,,question_images/figure_04.png
HK2026M1-GEO-011,11,single_choice,2,2,尼加拉瓜境内的尼加拉瓜湖数万年前曾是太平洋的海湾，因火山喷发与海洋隔绝成湖。图4为“尼加拉瓜地理位置图”。据此完成10-11题。,下列关于尼加拉瓜的描述，正确的是,河流结冰期长,地势东高西低,属地中海气候,西部经济发达,,question_images/figure_04.png
HK2026M1-GEO-012,12,single_choice,2,2,图5为玲玲学习某大洲知识时所绘制的思维导图。据此完成12-13题。,根据图中信息判断，①处应填,亚洲,非洲,大洋洲,北美洲,,question_images/figure_05.png
HK2026M1-GEO-013,13,single_choice,2,2,图5为玲玲学习某大洲知识时所绘制的思维导图。据此完成12-13题。,气候受纬度位置、海陆位置和地形等要素的综合影响，据此分析②处应填：①以热带气候为主；②干旱面积大；③降水均匀分布；④无地中海气候。,①②,②④,③④,①③,,question_images/figure_05.png
HK2026M1-GEO-014,14,single_choice,2,2,2026年4月，海口某中学地理兴趣小组到我国东部某地进行研学实践，发现该地水土流失严重。图6为该地等高线地形图。据此完成14-15题。,图示区域主要的地形类型是,山地,平原,丘陵,盆地,,question_images/figure_06.png
HK2026M1-GEO-015,15,single_choice,2,2,2026年4月，海口某中学地理兴趣小组到我国东部某地进行研学实践，发现该地水土流失严重。图6为该地等高线地形图。据此完成14-15题。,以下关于该区域治理水土流失的做法，合理的是,甲处打坝淤地,乙处修建梯田,丙处平整土地,丁处商业开发,,question_images/figure_06.png
HK2026M1-GEO-016,16,single_choice,2,3,某中学地理社团开展主题为“影响气候的因素”模拟实验。图7是某同学绘制的演示实验示意图。据此完成16-17题。,下列实验步骤排序正确的是：①向烧杯中加入清水，出现大量白雾；②将挡板立于桌面，模拟高大山脉；③取适量干冰放入烧杯，置于挡板的一侧；④面向挡板，用吹风机吹白雾，模拟气流运动。,①②③④,②①③④,②③①④,③①②④,,question_images/figure_07.png
HK2026M1-GEO-017,17,single_choice,2,3,某中学地理社团开展主题为“影响气候的因素”模拟实验。图7是某同学绘制的演示实验示意图。据此完成16-17题。,下列景观的成因与该实验原理相似的是,俄罗斯的针叶林景观,喜马拉雅山脉北侧的荒漠景观,马来半岛的雨林景观,撒哈拉沙漠的热带荒漠景观,,question_images/figure_07.png
HK2026M1-GEO-018,18,single_choice,2,3,大豆性喜暖，生长过程中需水量较大，美国和巴西是世界上重要的大豆出口国。读“美国和巴西大豆产区分布示意图”（图8），完成18-19题。,与巴西相比，美国大豆主产区的突出优势是,专业化、机械化程度高,季风气候显著，雨热同期,地势起伏小，河流稀疏,地价较低廉，劳动力充足,,question_images/figure_08.png
HK2026M1-GEO-019,19,single_choice,2,3,大豆性喜暖，生长过程中需水量较大，美国和巴西是世界上重要的大豆出口国。读“美国和巴西大豆产区分布示意图”（图8），完成18-19题。,有关两国社会经济特征的描述，正确的是,居民大多为黄色人种,均盛产热带经济作物,均为农产品出口大国,人口多集中分布在平原,,question_images/figure_08.png
HK2026M1-GEO-020,20,single_choice,2,3,,全国人大常委会第十九次会议于2025年12月22日在北京举行。这体现北京是我国,文化中心,政治中心,国际交往中心,科技创新中心,,
HK2026M1-GEO-021,21,single_choice,2,3,赵述岛是我国首批“和美海岛”之一，传统民居是珊瑚石屋，墙体由珊瑚石砌成，屋顶常用多层渔网和重物铺压。图9示意赵述岛位置及珊瑚石屋景观。据此完成21-22题。,珊瑚石屋屋顶铺压多层渔网主要是为了,利于排水,抵挡风沙,防潮通风,抵御台风,,question_images/figure_09.png
HK2026M1-GEO-022,22,single_choice,2,3,赵述岛是我国首批“和美海岛”之一，传统民居是珊瑚石屋，墙体由珊瑚石砌成，屋顶常用多层渔网和重物铺压。图9示意赵述岛位置及珊瑚石屋景观。据此完成21-22题。,随着赵述岛的不断发展，我们对岛上珊瑚石屋应持有的态度是,禁止改动，维持原样,开发经营，扩建改造,合理修复，保护传承,全部拆除，原样重建,,question_images/figure_09.png
HK2026M1-GEO-023,23,single_choice,2,4,截至2025年12月底，我国高铁运营里程突破5万公里，高铁覆盖了我国97%的城区人口50万以上城市。据此完成23-24题。,与公路运输相比，高铁的优势是,机动灵活,时效低,运价低,运速快,,
HK2026M1-GEO-024,24,single_choice,2,4,截至2025年12月底，我国高铁运营里程突破5万公里，高铁覆盖了我国97%的城区人口50万以上城市。据此完成23-24题。,影响高速铁路分布的主导因素是,气候条件,地形地势,自然资源,经济发展,,
HK2026M1-GEO-025,25,single_choice,2,4,,“春塘雨歇曙莺啼，坊院深闲竹树西。静倚绿窗看漏水……”漏窗是用镂空图案填充的洞窗。古诗描写的漏窗景色最可能出现在的省级行政区的简称，正确的是,黑,苏,新,藏,,
HK2026M1-GEO-026,26,single_choice,2,4,图10为2022-2035年我国城乡在园幼儿人数及预测结果图。据此完成26-27题。,图中数据显示,农村在园幼儿数呈波动上升趋势,城镇在园幼儿数呈持续下降趋势,全国在园幼儿呈下降趋势,全国在园幼儿数先降后升,,question_images/figure_10.png
HK2026M1-GEO-027,27,single_choice,2,4,图10为2022-2035年我国城乡在园幼儿人数及预测结果图。据此完成26-27题。,据此推测我国即将崛起的行业有,养老保健,托育服务,加工制造,海外贸易,,question_images/figure_10.png
HK2026M1-GEO-028,28,single_choice,2,4,第15届全运会于2025年11月9日至21日在广东、香港、澳门举行。此届全运会是我国规模最大、影响最广的综合性运动会。读粤港澳大湾区示意图（图11），完成28-29题。,下列有关粤港澳大湾区的描述，正确的是,河流稀少，水资源匮乏,濒临南海，地理位置优越,地处我国北方地区,属热带季风气候，气候湿热,,question_images/figure_11.png
HK2026M1-GEO-029,29,single_choice,2,4,第15届全运会于2025年11月9日至21日在广东、香港、澳门举行。此届全运会是我国规模最大、影响最广的综合性运动会。读粤港澳大湾区示意图（图11），完成28-29题。,粤港澳三地联合举办全运会的优势有：①位置相邻，区域联系密切；②经济发达，资金雄厚；③基础设施完善，交通便利；④矿产丰富，重工业发达。,①②③,②③④,①②④,①③④,,question_images/figure_11.png
HK2026M1-GEO-030,30,single_choice,2,4,山西省陶寺古观象台由13根直立夯土柱组成。先民通过观测日出在狭缝中的位置确定节气。春、秋分时，日出于7号缝；夏至时，日出于12号缝；冬至时，日出于2号缝。读图12，完成30-31题。,以观测者为中心，古观象台夯土柱的方位可能是,A图示方位,B图示方位,C图示方位,D图示方位,,question_images/figure_12.png
HK2026M1-GEO-031,31,single_choice,2,4,山西省陶寺古观象台由13根直立夯土柱组成。先民通过观测日出在狭缝中的位置确定节气。春、秋分时，日出于7号缝；夏至时，日出于12号缝；冬至时，日出于2号缝。读图12，完成30-31题。,在观象台7号缝观测到日出当天，海南日落时间为,17:10,17:35,18:00,18:25,,question_images/figure_12.png
HK2026M1-GEO-032,32,single_choice,2,5,黑瞎子岛位于黑龙江省东北部，岛上沼泽面积广大。读东北地区图，完成32-33题。,下列关于黑瞎子岛上沼泽面积广大的原因，说法正确的是,濒临海洋，降水丰沛,地处高纬度，蒸发微弱,水田广布，河网稠密,地势低平，排水不畅,,question_images/figure_13.png
HK2026M1-GEO-033,33,single_choice,2,5,黑瞎子岛位于黑龙江省东北部，岛上沼泽面积广大。读东北地区图，完成32-33题。,依据因地制宜原则，黑瞎子岛未来的发展方向有,生态保护,矿产开采,土地开垦,汽车生产,,question_images/figure_13.png
HK2026M1-GEO-034,34,single_choice,2,5,图14为某国142°经线附近气温、降水量分布图。据此完成34-35题。,该国是,巴西,澳大利亚,印度,俄罗斯,,question_images/figure_14.png
HK2026M1-GEO-035,35,single_choice,2,5,图14为某国142°经线附近气温、降水量分布图。据此完成34-35题。,下列对于该地区的描述正确的是,甲地降水季节变化小于乙地,甲地气温年较差比乙地大,7月降水量为北多南少,两地为温带海洋性气候,,question_images/figure_14.png
HK2026M1-GEO-036,36,non_choice,10,5,读图文材料，完成下列各题。材料1：2026年1月至3月，因地区冲突，中东某重要水道航运安全受到严重威胁，船只通行延误、临时管制频发，直接影响全球石油供应，导致国际油价出现阶段性大幅波动。材料2：沙特阿拉伯、阿拉伯联合酋长国等中东国家正加快推进能源转型，大力发展光伏、风电等产业，逐步降低对石油经济的依赖。材料3：沙特阿拉伯、阿拉伯联合酋长国位置示意图及气候资料图（图15）。,"（1）如图所示，中东石油资源主要分布在____及其沿岸地区，a____海峡是石油唯一的海上出口。
（2）按经济发展水平划分，沙特、阿联酋等大部分中东国家属于____国家。当地气候类型为____气候，因此____资源匮乏，为缓解这一问题，当地政府可采取的措施有____。
（3）沙特、阿联酋等中东国家发展光伏的有利条件是：____（2分），为促进经济多元化，除光伏、风电外，中东国家未来还可发展____产业，理由是____。",,,,,,question_images/figure_15.png
HK2026M1-GEO-037,37,non_choice,10,6,读图文材料，完成下列各题。材料1：我国塔克拉玛干沙漠周边，天山、昆仑山等海拔5000米以上的高山发育着大规模现代冰川，形成全球温带干旱区独一无二的“冰漠紧邻”景观。材料2：截至2025年底，塔克拉玛干沙漠边缘在2024年锁边“合龙”的基础上新扩边超938万亩，锁边宽度增至110米到7500米不等，沙漠的“绿围脖”更加厚实。材料3：中国季风与非季风区分布图和塔里木盆地位置图（图16）。,"（1）塔克拉玛干沙漠位于我国____内陆地区，____（夏季/冬季）风无法深入该地，该地区主要自然地理特征是____，受当地自然地理特征的影响，其农业部门主要是____，人口和城市多分布在____。
（2）试分析塔克拉玛干沙漠周边，天山、昆仑山等海拔5000米以上的高山发育着大规模现代冰川的原因：____（2分）。这种“冰漠紧邻”现象对塔克拉玛干沙漠边缘生态建设产生的有利影响有：____。
（3）有人认为：沙漠边缘扩宽“绿围脖”可能会加剧区域水资源紧张。你同意这一观点吗？请谈谈你的看法____（2分）。",,,,,,question_images/figure_16.png
HK2026M1-GEO-038,38,non_choice,10,6,读图文材料，完成下列各题。材料1：2025年10月27日，“中远亚洲”轮驶离洋浦港，标志着远东-南美西航线正式开通。该航线以洋浦港为起点，秘鲁钱凯港等南美西岸港口为终点。航线开通大幅提升海南与南美洲物流效率，降低运输成本，助力洋浦港打造“双向双枢纽”港。材料2：“走出去”端，海南罗非鱼等冷冻水产品直航南美市场；“引进来”端，秘鲁牛油果、智利车厘子等南美农产品实现更低成本、更新鲜的直达供应。材料3：罗非鱼生长习性资料图、洋浦港与文昌港气象数据对比表、海南地图、世界局部图。,"（1）如图所示，洋浦港位于海南省____市沿海，地处____带（温度带），该港口依托中远海运全球航线网络，串联起“国内沿海— a____亚（亚洲分区）— b____洋—南美洲”物流链，与文昌港相比，说明洋浦港成为“双向双枢纽”港的优势条件____（2分）。
（2）根据图文材料，分析海南养殖罗非鱼的优势自然条件。____（2分）。
（3）举例说明远东-南美西航线开通对海南与南美贸易的促进作用。____（2分）。",,,,,,question_images/figure_17.png
