id,number,type,score,source_page,group_prompt,stem,option_a,option_b,option_c,option_d,answer,images
HN2024-GEO-001,1,single_choice,2,1,戏曲是中华优秀传统文化的亮丽名片，京剧、豫剧、秦腔、川剧、琼剧等百花争艳，各具地方特色。读图为“中国的省级行政区域示意图”，完成1-2题。,琼剧是海南省的代表剧种，主要流行于图中的,甲地,乙地,丙地,丁地,,question_images/figure_01.png
HN2024-GEO-002,2,single_choice,2,1,戏曲是中华优秀传统文化的亮丽名片，京剧、豫剧、秦腔、川剧、琼剧等百花争艳，各具地方特色。读图为“中国的省级行政区域示意图”，完成1-2题。,我国传统文化地域差异显著的主要原因是,地处高纬,疆域辽阔,位于热带,海域宽广,,question_images/figure_01.png
HN2024-GEO-003,3,single_choice,2,1,干栏式木楼是我国西南少数民族地区的传统民居，木楼底层架空，下层堆放杂物，上层住人。读图为干栏式木楼景观图，完成3-4题。,干栏式木楼反映当地的气候特征是,干旱,寒冷,湿热,干热,,question_images/figure_02.png
HN2024-GEO-004,4,single_choice,2,1,干栏式木楼是我国西南少数民族地区的传统民居，木楼底层架空，下层堆放杂物，上层住人。读图为干栏式木楼景观图，完成3-4题。,下列少数民族集中分布在该地区的是,傣族,维吾尔族,朝鲜族,蒙古族,,question_images/figure_02.png
HN2024-GEO-005,5,single_choice,2,1,读表，完成5-6题。,据表可知，我国,农村人口比重越来越大,1970年城镇人口比农村人口多,城镇人口比重不断增大,2023年农村人口比城镇人口多,,question_images/table_01.png
HN2024-GEO-006,6,single_choice,2,2,读表，完成5-6题。,我国城乡人口比重发生变化的首要原因是,农村基础设施完善,农村耕地面积扩大,城市空气质量优良,我国经济快速发展,,question_images/table_01.png
HN2024-GEO-007,7,single_choice,2,2,5月12日是全国防灾减灾日，2024年的主题是“人人讲安全、个个会应急——着力提升基础防灾避险能力”。读图为“中国主要气象灾害的分布”，完成7-8题。,我国洪涝灾害多发区主要分布在,西北地区,东北地区,东南地区,青藏地区,,question_images/figure_03.png
HN2024-GEO-008,8,single_choice,2,2,5月12日是全国防灾减灾日，2024年的主题是“人人讲安全、个个会应急——着力提升基础防灾避险能力”。读图为“中国主要气象灾害的分布”，完成7-8题。,中学生需要掌握自然灾害安全防护的基本技能。下列自然灾害应对方法合理的是,地震发生时应迅速乘坐电梯逃生,遇到洪水时应及时跑到低洼地带,刮台风时应躲在大型广告牌下避风,遇泥石流应向垂直于其流向的山坡上跑,,question_images/figure_03.png
HN2024-GEO-009,9,single_choice,2,2,下图是同学们为演示地球自转运动设想的四种方向，完成9题。,下图是同学们为演示地球自转运动设想的四种方向，正确的是,甲,乙,丙,丁,,question_images/figure_04.png
HN2024-GEO-010,10,single_choice,2,2,长江干流的乌东德、白鹤滩、溪洛渡、向家坝、三峡和葛洲坝等六座梯级水电站，共同构成目前世界上最大清洁能源走廊，对我国在2030年前实现碳达峰、2060年前实现碳中和具有重要意义。读图为碳达峰、碳中和及长江流域局部区域示意图，完成10-11题。,长江干流建成清洁能源走廊，对实现碳达峰、碳中和的积极作用是,保护淡水资源,防止水土流失,降低火电比重,防止洪涝灾害,,question_images/figure_05.png
HN2024-GEO-011,11,single_choice,2,2,长江干流的乌东德、白鹤滩、溪洛渡、向家坝、三峡和葛洲坝等六座梯级水电站，共同构成目前世界上最大清洁能源走廊，对我国在2030年前实现碳达峰、2060年前实现碳中和具有重要意义。读图为碳达峰、碳中和及长江流域局部区域示意图，完成10-11题。,长江干流上游建设水电站的优势条件是,江阔水深,植被茂密,水流平缓,落差很大,,question_images/figure_05.png
HN2024-GEO-012,12,single_choice,2,3,中国种茶历史悠久，茶文化底蕴深厚。茶树适宜生长在温度20-25℃，年降水量1500mm以上，排水条件较好的坡地。图为我国南方某茶叶优势产区等高线地形图。结合图文材料，完成12-13题。,该茶树种植区的地理环境特征为,位于高纬地区,属于半干旱地区,气候温暖湿润,荒漠草原为主,,question_images/figure_06.png
HN2024-GEO-013,13,single_choice,2,3,中国种茶历史悠久，茶文化底蕴深厚。茶树适宜生长在温度20-25℃，年降水量1500mm以上，排水条件较好的坡地。图为我国南方某茶叶优势产区等高线地形图。结合图文材料，完成12-13题。,图示区域茶园选址最优的是,甲,乙,丙,丁,,question_images/figure_06.png
HN2024-GEO-014,14,single_choice,2,3,读图为“世界人口增长示意图”，完成14-15题。,世界人口达到80亿的年份是,1987年,1999年,2011年,2022年,,question_images/figure_07.png
HN2024-GEO-015,15,single_choice,2,3,读图为“世界人口增长示意图”，完成14-15题。,图示时间段世界人口增长特点是,持续增长,保持不变,匀速增长,减速增长,,question_images/figure_07.png
HN2024-GEO-016,16,single_choice,2,3,在“一带一路”倡议下，中国与图示地区经贸往来频繁，合作共赢，共建人类命运共同体。读图为亚洲局部区域示意图，完成16-17题。,甲、乙、丙三个半岛的共同地理特征是,被赤道穿过,濒临印度洋,季风气候显著,以高原为主,,question_images/figure_08.png
HN2024-GEO-017,17,single_choice,2,3,在“一带一路”倡议下，中国与图示地区经贸往来频繁，合作共赢，共建人类命运共同体。读图为亚洲局部区域示意图，完成16-17题。,关于中国与三地间的贸易往来说法正确的是,从甲地进口的商品主要是石油,从乙地进口的商品主要是乳畜产品,从丙地进口的商品主要是小麦,中国向三地出口的商品主要是铁矿,,question_images/figure_08.png
HN2024-GEO-018,18,single_choice,2,4,深耕海洋经济，“向海图强”，加快建设“南海粮仓”，是海南省加快迈向海洋强省的重要工作。读图为“我国部分海域示意图”，完成18-19题。,南海诸岛是中国领土的组成部分，是中国固有领土。关于我国黄岩岛表述正确的是,西沙群岛最大岛屿,属于中沙群岛,我国最南端的岛屿,位于南海西部,,question_images/figure_09.png
HN2024-GEO-019,19,single_choice,2,4,深耕海洋经济，“向海图强”，加快建设“南海粮仓”，是海南省加快迈向海洋强省的重要工作。读图为“我国部分海域示意图”，完成18-19题。,有利于打造“南海粮仓”，实现海洋可持续发展的是：①用电网捕鱼；②季节性休渔；③保护红树林；④采挖珊瑚礁。,①②,②③,①④,③④,,question_images/figure_09.png
HN2024-GEO-020,20,single_choice,2,4,为了提高地理实践力，海南省某中学组织八年级学生开展“探访湿地”研学活动研究湿地功能。据此完成20-21题。,开展本次研学活动的合理顺序是：①选用湿地公园电子地图；②规划湿地考察路线；③探究湿地生态环境效应；④提出湿地保护建议。,①-②-③-④,②-③-①-④,②-①-③-④,④-③-②-①,,
HN2024-GEO-021,21,single_choice,2,4,为了提高地理实践力，海南省某中学组织八年级学生开展“探访湿地”研学活动研究湿地功能。据此完成20-21题。,湿地的生态环境效益主要表现在：①涵养水源；②保护耕地；③提高居民生活水平；④维护生物多样性。,①②,②③,①④,③④,,
HN2024-GEO-022,22,single_choice,2,4,,我国能实现“神舟”问天、“嫦娥”揽月、“祝融”探火、“羲和”逐日、“蛟龙”入海、“北斗”组网，主要得益于,自然资源丰富,劳动力数量多,土地面积广大,高新技术发展,,
HN2024-GEO-023,23,single_choice,2,4,中国第13次北冰洋科学考察科研成果，为我国有效应对全球气候变化提供重要数据支撑。本次科考途经图为所示区域。据此完成23-25题。,科考船途经的甲海峡是,白令海峡,马六甲海峡,台湾海峡,土耳其海峡,,question_images/figure_10.png
HN2024-GEO-024,24,single_choice,2,4,中国第13次北冰洋科学考察科研成果，为我国有效应对全球气候变化提供重要数据支撑。本次科考途经图为所示区域。据此完成23-25题。,甲海峡沟通的海洋是,北冰洋、大西洋,北冰洋、太平洋,大西洋、太平洋,印度洋、太平洋,,question_images/figure_10.png
HN2024-GEO-025,25,single_choice,2,4,中国第13次北冰洋科学考察科研成果，为我国有效应对全球气候变化提供重要数据支撑。本次科考途经图为所示区域。据此完成23-25题。,下列做法有利于减少二氧化碳排放，进而减缓全球变暖的有：①推广使用清洁能源；②用柴草做生活燃料；③大规模发展重工业；④乘坐公共交通出行。,①②,②③,①④,③④,,
HN2024-GEO-026,26,single_choice,2,5,“环渤海”经济圈带动我国北方地区经济迅速发展。读图为中国“环渤海”经济圈位置示意图，完成26-27题。,沈阳所属的工业基地是,辽中南工业基地,长江三角洲工业基地,京津唐工业基地,珠江三角洲工业基地,,question_images/figure_11.png
HN2024-GEO-027,27,single_choice,2,5,“环渤海”经济圈带动我国北方地区经济迅速发展。读图为中国“环渤海”经济圈位置示意图，完成26-27题。,环渤海地区发展重工业的有利自然条件,矿产资源丰富,劳动力丰富,海路交通便利,市场广阔,,question_images/figure_11.png
HN2024-GEO-028,28,single_choice,2,5,某地理学习小组对比学习日本和巴西，探究两国的地理特征。读图，完成28-29题。,对比两国河流特征说法正确的是,含沙量均大,都有结冰期,巴西亚马孙河流域面积广,日本的河流多自南向北流,,question_images/figure_12.png
HN2024-GEO-029,29,single_choice,2,5,某地理学习小组对比学习日本和巴西，探究两国的地理特征。读图，完成28-29题。,关于两国地理特征表述正确的是,都位于热带，水热充足,两国的贸易往来以海运为主,两国矿产资源都很丰富,城市都集中分布在太平洋沿岸,,question_images/figure_12.png
HN2024-GEO-030,30,single_choice,2,6,2023年12月，随着港珠澳大桥旅游正式向公众开放，祖国内地赴港、澳旅游的人持续增长。读表为香港出口商品的地区构成和图为粤港澳大湾区示意图，完成30-31题。,关于港珠澳大桥表述正确的是：①联通了港澳和东南亚地区；②促进港澳地区旅游业发展；③连接香港、澳门、广州三地；④加强粤港澳大湾区内部联系。,①③,①④,②③,②④,,question_images/table_02.png;question_images/figure_13.png
HN2024-GEO-031,31,single_choice,2,6,2023年12月，随着港珠澳大桥旅游正式向公众开放，祖国内地赴港、澳旅游的人持续增长。读表为香港出口商品的地区构成和图为粤港澳大湾区示意图，完成30-31题。,据表可知，香港2020年相较于2010年,和祖国内地经济联系更加紧密,出口到其他国家和地区商品比重上升,从祖国内地进口商品比重增大,从其他国家和地区进口商品比重下降,,question_images/table_02.png;question_images/figure_13.png
HN2024-GEO-032,32,single_choice,2,6,中国2023年11月开始为期5个多月的第40次南极科学考察，并于2024年2月建成我国第5个南极科考站——秦岭站。读图为中国南极科考站分布图和南极地区气候资料，完成32-33题。,在此次南极地区考察、建站过程中，我国科考队员需要克服的困难主要有：①极夜；②酷寒；③烈风；④暴雨。,①②,②③,③④,①④,,question_images/figure_14.png
HN2024-GEO-033,33,single_choice,2,6,中国2023年11月开始为期5个多月的第40次南极科学考察，并于2024年2月建成我国第5个南极科考站——秦岭站。读图为中国南极科考站分布图和南极地区气候资料，完成32-33题。,若一架飞机从秦岭站向泰山站运送物资，沿最短航线飞行的方向为,一直向正西,先向东南再向东北,一直向西北,先向西南再向西北,,question_images/figure_14.png
HN2024-GEO-034,34,single_choice,2,7,地理实践是学习地理的有效途径，某地理小组搜集到某区域海陆分布示意图和甲、乙两地气候资料（下图和表）。据此完成34-35题。,甲、乙两地最可能位于,非洲,北美洲,南美洲,大洋洲,,question_images/figure_15.png
HN2024-GEO-035,35,single_choice,2,7,地理实践是学习地理的有效途径，某地理小组搜集到某区域海陆分布示意图和甲、乙两地气候资料（下图和表）。据此完成34-35题。,关于甲、乙两地的自然地理特征的叙述，正确的是,甲地年降水量集中在1月,乙地夏季温和湿润，冬季寒冷干燥,1月甲地盛行西北季风,7月乙地等温线较同纬度海洋偏北,,question_images/figure_15.png
HN2024-GEO-036,36,non_choice,10,7,读图文材料，完成下列各题。,"材料一：二十四节气是中华优秀传统文化，是劳动人民智慧的结晶。
材料二：海南环岛旅游公路2023年12月18日全线通车，线路全长988km，贯穿海口等12个滨海市县、31家A级景区，对促进海南自贸港建设具有重大意义。
材料三：下图为“二十四节气示意图”和“海南7月平均气温及环岛旅游公路分布示意图”。
（1）二十四节气变化的主要原因是地球的____运动，海南环岛旅游公路全线通车的日期最接近的节气是____，参加通车仪式的北方游客感受到当日海口白昼时长比其家乡____，造成两地当日昼长差异的主要影响因素是____。
（2）7月海南岛降水丰富，是因为受富含水汽的____季风的影响，此时海南岛的平均气温分布特征为____，其主要原因是海南岛____。
（3）据材料二说出影响海南岛旅游公路选线的主要因素是____。海南环岛旅游公路等交通设施逐步完善，对建设海南自由贸易港有哪些积极作用____？",,,,,,question_images/figure_16.png
HN2024-GEO-037,37,non_choice,10,8,结合图文资料，完成下列各题。,"材料一：粮食安全是国家的物质保障。我国三大育种基地充分利用自然条件优势着力打造农作物“种业芯片”，其中甘肃省河西走廊是我国最大的玉米制种基地，“天干地不干”是其作为种子生产基地的独特自然条件。
材料二：图为中国三大育种基地分布和四大地理区域水资源与耕地资源占全国比重示意图。
（1）农谚“冬天麦盖三层被，来年枕着馒头睡”中描述的粮食作物是____，该作物主要产区位于我国四大地理区域中的____地区，该地区水土资源的配合特点是____。
（2）我国三大育种基地中，热量条件最好的是____育种基地。甘肃育种基地成为我国最大的玉米制种基地的优势自然条件有哪些____？
（3）耕地安全与种子安全同等重要，是粮食安全的重要保障。据图可知，我国耕地资源的空间分布特点为____，结合所学知识，说出保护耕地的有效措施____。",,,,,,question_images/figure_17.png
HN2024-GEO-038,38,non_choice,10,8,读图文材料，完成下列各题。,"材料一：2024年5月，国家主席习近平应邀对欧洲的法国、塞尔维亚和匈牙利进行国事访问，与三国领导人达成多项共识，取得丰硕成果，中欧合作再出发。
材料二：“渝新欧”班列线路东起我国重庆，西至德国杜伊斯堡，全长11000多千米，是共建“一带一路”合作的重要组成部分。经过十多年发展，中欧贸易量日益增大。
材料三：图为“渝新欧”班列主要线路示意图。
（1）中欧贸易量日益增大，其中“渝新欧”班列运回中国的农产品，以欧洲西部盛产的牛羊肉和乳产品为主，说明欧洲西部的____业发达，运用所学知识，说出该地区发展此类农业的有利条件是____。
（2）沿着“渝新欧”班列主要线路从杜伊斯堡到阿拉山口的植被发生明显变化，依次是____，原因是____。
（3）与海运相比，“渝新欧”班列在货物运输方面的优势是____。探究：“渝新欧”班列途经俄罗斯，该国的贝加尔湖结冰期较周边地区偏长，结冰开始的时间相对较晚，融冰时间更晚的原因____。",,,,,,question_images/figure_18.png
